B0001.4	F19B6.1	3.21545045905656
B0024.12	K07H8.3	3.2640633992793
B0035.10	B0035.7	3.32684041158655
B0035.10	B0035.8	3.28974587487817
B0035.10	B0035.9	3.34080485955691
B0035.10	C50F4.13	3.33713310320765
B0035.10	C50F4.5	3.33977284440992
B0035.10	C50F4.7	3.34080485955691
B0035.10	F07B7.10	3.32684041158655
B0035.10	F07B7.11	3.32556178286321
B0035.10	F07B7.3	3.32684041158655
B0035.10	F07B7.4	3.32556178286321
B0035.10	F07B7.5	3.13770438650287
B0035.10	F07B7.9	3.34080485955691
B0035.10	F08G2.1	3.30578143565195
B0035.10	F08G2.2	3.32684041158655
B0035.10	F08G2.3	3.13770438650287
B0035.10	F17E9.10	3.13770438650287
B0035.10	F17E9.12	3.34080485955691
B0035.10	F17E9.13	3.32684041158655
B0035.10	F17E9.9	3.30578143565195
B0035.10	F22B3.1	3.34080485955691
B0035.10	F22B3.2	3.13770438650287
B0035.10	F35H10.1	3.32684041158655
B0035.10	F35H10.11	3.30578143565195
B0035.10	F45E1.6	3.33795460696664
B0035.10	F45F2.12	3.32556178286321
B0035.10	F45F2.13	3.13770438650287
B0035.10	F45F2.3	3.34080485955691
B0035.10	F45F2.4	3.32684041158655
B0035.10	F54E12.1	3.13770438650287
B0035.10	F54E12.3	3.34080485955691
B0035.10	F54E12.4	3.28974587487817
B0035.10	F54E12.5	3.32684041158655
B0035.10	F55G1.10	3.32684041158655
B0035.10	F55G1.11	3.34080485955691
B0035.10	F55G1.2	3.13770438650287
B0035.10	F55G1.3	3.28974587487817
B0035.10	H02I12.6	3.28974587487817
B0035.10	H02I12.7	3.32684041158655
B0035.10	K03A1.6	3.34080485955691
B0035.10	K06C4.10	3.34080485955691
B0035.10	K06C4.11	3.32684041158655
B0035.10	K06C4.12	3.32556178286321
B0035.10	K06C4.13	3.13770438650287
B0035.10	K06C4.2	3.34080485955691
B0035.10	K06C4.3	3.32684041158655
B0035.10	K06C4.4	3.32556178286321
B0035.10	K06C4.5	3.13770438650287
B0035.10	R08C7.3	3.33023890383893
B0035.10	T10C6.11	3.32556178286321
B0035.10	T10C6.12	3.32684041158655
B0035.10	T10C6.13	3.13770438650287
B0035.10	T10C6.14	3.34080485955691
B0035.10	T23D8.5	3.34080485955691
B0035.10	T23D8.6	3.32684041158655
B0035.10	W05B10.1	2.9374541660391
B0035.10	Y49E10.6	3.32555862992448
B0035.10	ZK131.1	3.34080485955691
B0035.10	ZK131.10	3.32684041158655
B0035.10	ZK131.2	3.13770438650287
B0035.10	ZK131.3	3.13770438650287
B0035.10	ZK131.4	3.34080485955691
B0035.10	ZK131.5	3.30578143565195
B0035.10	ZK131.6	3.32684041158655
B0035.10	ZK131.7	3.13770438650287
B0035.10	ZK131.8	3.34080485955691
B0035.10	ZK131.9	3.30578143565195
B0035.4	R151.9	3.5249366066631
B0035.4	T06G6.9	3.4613228440546
B0035.7	B0035.8	3.48073542786379
B0035.7	B0035.9	3.53030531707978
B0035.7	C50F4.13	3.53043414158823
B0035.7	C50F4.5	3.53076239739555
B0035.7	C50F4.7	3.53030531707978
B0035.7	F07B7.10	3.52014144996713
B0035.7	F07B7.11	3.51655133584884
B0035.7	F07B7.3	3.52014144996713
B0035.7	F07B7.4	3.51655133584884
B0035.7	F07B7.5	3.32684041158655
B0035.7	F07B7.9	3.53030531707978
B0035.7	F08G2.1	3.49677098863758
B0035.7	F08G2.2	3.52014144996713
B0035.7	F08G2.3	3.32684041158655
B0035.7	F17E9.10	3.32684041158655
B0035.7	F17E9.12	3.53030531707978
B0035.7	F17E9.13	3.52014144996713
B0035.7	F17E9.9	3.49677098863758
B0035.7	F22B3.1	3.53030531707978
B0035.7	F22B3.2	3.32684041158655
B0035.7	F35H10.1	3.52014144996713
B0035.7	F35H10.11	3.49677098863758
B0035.7	F45E1.6	3.52709063205032
B0035.7	F45F2.12	3.51655133584884
B0035.7	F45F2.13	3.32684041158655
B0035.7	F45F2.3	3.53030531707978
B0035.7	F45F2.4	3.52014144996713
B0035.7	F54E12.1	3.32684041158655
B0035.7	F54E12.3	3.53030531707978
B0035.7	F54E12.4	3.48073542786379
B0035.7	F54E12.5	3.52014144996713
B0035.7	F55G1.10	3.52014144996713
B0035.7	F55G1.11	3.53030531707978
B0035.7	F55G1.2	3.32684041158655
B0035.7	F55G1.3	3.48073542786379
B0035.7	H02I12.6	3.48073542786379
B0035.7	H02I12.7	3.52014144996713
B0035.7	K03A1.6	3.53030531707978
B0035.7	K06C4.10	3.53030531707978
B0035.7	K06C4.11	3.52014144996713
B0035.7	K06C4.12	3.51655133584884
B0035.7	K06C4.13	3.32684041158655
B0035.7	K06C4.2	3.53030531707978
B0035.7	K06C4.3	3.52014144996713
B0035.7	K06C4.4	3.51655133584884
B0035.7	K06C4.5	3.32684041158655
B0035.7	R08C7.3	3.5281208652267
B0035.7	T10C6.11	3.51655133584884
B0035.7	T10C6.12	3.52014144996713
B0035.7	T10C6.13	3.32684041158655
B0035.7	T10C6.14	3.53030531707978
B0035.7	T23D8.5	3.53030531707978
B0035.7	T23D8.6	3.52014144996713
B0035.7	W05B10.1	3.12659019112278
B0035.7	Y49E10.6	3.51469465500816
B0035.7	ZK131.1	3.53030531707978
B0035.7	ZK131.10	3.52014144996713
